zip5,lon,lat
55954,-91.7808223083902,43.5646817267016
17244,-77.6627005827376,40.0849063150018
96726,-155.820971646214,19.4281736590804
75956,-93.9782117151165,30.6777126661634
25028,-81.7233211035189,37.9477958915273
44691,-81.9795491537661,40.8057204013498
25025,-81.3983188137129,38.3087504218345
97840,-116.927358011008,44.9061571089982
97842,-116.748654287313,45.467397898023
25030,-81.2255615151376,38.4504802977008
25031,-81.265564367979,38.1519007029534
43466,-83.5148160123633,41.2953634456983
97839,-119.592748845833,45.5913540396434
97841,-117.944922236303,45.4651111205052
97843,-119.897853152294,45.50480344646
43464,-82.9327146120978,41.4072310765664
97883,-117.619636813819,45.155158311973
68002,-96.3370329171156,41.4968880507067
93512,-118.564700457227,37.8926117078006
97870,-117.187867143356,44.7889330666528
97875,-119.1383164108,45.8193992479127
97876,-118.035515142705,45.5164649420908
94123,-122.438630210608,37.8007892020805
94124,-122.382850925457,37.729064881311
25033,-81.9247270188179,38.6103239743133
25035,-81.5215328982862,38.1616339133057
25036,-81.2540439155128,38.2204877353371
25039,-81.382147489099,38.2448102606603
97873,-119.002862982838,44.1320479026496
97874,-119.867501356503,44.7775390174686
97877,-118.339381504998,44.7925834571378
97880,-118.894125338695,45.0835989136777
97845,-118.903042070253,44.4018034882194
97846,-117.029584054767,45.4659116372588
97848,-119.566042424575,44.6756214319716
44837,-82.4822116104371,41.0164382294191
43535,-84.0220404235618,41.3072778565815
94523,-122.076140163367,37.9541327800932
48756,-83.9740650611408,44.2294198921251
37342,-85.9476254384568,35.3882307880076
61569,-89.8931704807575,40.6841908879612
71047,-93.9181987664021,32.2978118801038
71048,-92.8455931408124,32.8385196358108
81007,-104.777972544496,38.3551347119635
42409,-87.7006710933482,37.5429990688813
49076,-84.8875864210761,42.4318076949341
49078,-85.7280424647768,42.4650585396856
94575,-122.110566007885,37.8417775170133
81021,-103.372837942772,38.3771536656496
48761,-83.8924089342914,44.5119021365863
48762,-83.4887231036146,44.8174617816831
39553,-88.6472860866087,30.4122010584071
42420,-87.5167998099581,37.8034491375277
39556,-89.4376930897392,30.4486001607549
48763,-83.6097131886443,44.2508492781801
48765,-83.7179016827301,44.1524210657505
39532,-88.964488169738,30.4935632221093
53505,-88.8188957692888,42.6569610835005
53506,-90.2877208898962,43.1508287115291
81029,-102.482528520147,37.0849775876713
81027,-103.799919748571,37.1894602272201
48509,-83.6053878812823,43.02611906239
54559,-90.4782464838736,46.492608563814
39561,-89.1549947417005,30.7049085734402
27235,-80.0089622872387,36.0952581628919
61030,-89.5888661530337,42.1151429265031
95829,-121.332507219145,38.4892432905871
42028,-88.3379160386165,37.2392418077608
75110,-96.5287815054059,32.0869305564758
75114,-96.4455175898749,32.6101704517111
42027,-88.6284812861912,36.9163266686891
42029,-88.3921954322356,37.0077705776434
48503,-83.6884381767774,43.0118313148083
42031,-88.9912352910952,36.6875391097219
27201,-79.4848141492095,36.0342348043742
27203,-79.7892907228128,35.7322232138818
75098,-96.534775101794,33.0118791362111
33579,-82.2874275956387,27.7965154065819
75102,-96.6422317660342,32.0663250205051
27205,-79.8509159545391,35.6395644146028
37336,-84.9332851076148,35.3024903575539
33576,-82.3290929850553,28.325905577346
37337,-84.8705455935609,35.7833781620734
34661,-82.2484103238152,28.6161887849253
34655,-82.6258289347215,28.2171006343898
24072,-80.2328951062479,37.0363614697499
62886,-88.5398346174282,38.3788698376395
29324,-81.8265425317784,34.9837584940467
27214,-79.6785513760368,36.2125369690375
27215,-79.4889040601352,36.0317765409941
27217,-79.3833265509932,36.1927212720153
27229,-79.7975423349832,35.2502494027965
27231,-79.1697824664348,36.2029742759837
27233,-79.6995627497091,35.8870599336843
27212,-79.2806231285451,36.4605889318855
61840,-88.2989528685218,40.3036860496193
02461,-71.2084150890421,42.3167491789122
27291,-79.1660553343333,36.4020394601305
27104,-80.3238961166816,36.0948142988021
29325,-81.8426757160738,34.472259479679
02467,-71.1611575418259,42.316409180245
02472,-71.1773111494343,42.3699996028093
96786,-158.011488963744,21.557459642202
96789,-157.974629860083,21.4782919787259
96790,-156.29733357928,20.691206572694
96791,-158.160109427549,21.5529700505844
96792,-158.171754706388,21.4614905538253
75135,-96.2229169633041,33.0652255066937
48473,-83.8261884838732,42.9398914370025
42025,-88.3345127684936,36.8563843183287
43521,-84.2987249390775,41.6629093636995
43522,-83.8448320670973,41.4191533880215
43556,-84.5699087545698,41.3060609895675
43557,-84.3962051435225,41.4840942978603
43558,-83.878360680213,41.5928335100486
96793,-156.537080223321,20.901452618584
43519,-84.4085920023118,41.4209268027027
43532,-83.9743043818555,41.4551579724217
43533,-84.0824825487049,41.6914150095504
43534,-83.9300445343339,41.3555739272137
02478,-71.1795077957979,42.3960029363061
43502,-84.2988353024482,41.5302136171621
43518,-84.7539365845989,41.589129372922
75117,-95.8508036468187,32.7118332233206
75119,-96.5933010374536,32.3297692486644
43517,-84.7268418426086,41.440203946632
42035,-88.8419435720525,36.9049358124087
71952,-93.8536044771825,34.3039149260278
73120,-97.5722339723232,35.5804230464328
